journal_id,journal
838,Canadian respiratory journal
839,Canadian review of sociology = Revue canadienne de sociologie
840,Cancer
841,Cancer biology & therapy
842,Cancer biomarkers : section A of Disease markers
843,Cancer biotherapy & radiopharmaceuticals
844,Cancer causes & control : CCC
845,Cancer cell
846,Cancer chemotherapy and pharmacology
847,"Cancer communications (London, England)"
848,Cancer control : journal of the Moffitt Cancer Center
849,Cancer cytopathology
850,Cancer discovery
851,Cancer epidemiology
852,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology"
853,Cancer gene therapy
854,Cancer genetics
855,Cancer genomics & proteomics
856,Cancer imaging : the official publication of the International Cancer Imaging Society
857,Cancer immunology research
858,"Cancer immunology, immunotherapy : CII"
859,Cancer investigation
860,"Cancer journal (Sudbury, Mass.)"
861,Cancer letters
862,Cancer medicine
863,Cancer metastasis reviews
864,Cancer nursing
865,"Cancer prevention research (Philadelphia, Pa.)"
866,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique
867,Cancer research
868,Cancer research and treatment : official journal of Korean Cancer Association
869,Cancer science
870,Cancer treatment and research
871,Cancer treatment reviews
872,Carbohydrate polymers
873,Carbohydrate research
874,Carcinogenesis
875,Cardiology
876,Cardiology clinics
877,Cardiology in review
878,Cardiology in the young
879,Cardiology journal
880,Cardiorenal medicine
881,Cardiovascular and interventional radiology
882,Cardiovascular diabetology
883,Cardiovascular drugs and therapy
884,Cardiovascular engineering and technology
885,Cardiovascular intervention and therapeutics
886,Cardiovascular journal of Africa
887,Cardiovascular pathology : the official journal of the Society for Cardiovascular Pathology
888,Cardiovascular research
889,Cardiovascular revascularization medicine : including molecular interventions
890,Cardiovascular therapeutics
891,Cardiovascular toxicology
892,Cardiovascular ultrasound
893,Caries research
894,Cartilage
895,Casopis lekaru ceskych
896,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions
897,Cell
898,Cell adhesion & migration
899,Cell and tissue banking
900,Cell and tissue research
901,Cell biochemistry and biophysics
902,Cell biochemistry and function
903,Cell biology and toxicology
904,Cell biology international
905,Cell calcium
906,Cell chemical biology
907,Cell communication and signaling : CCS
908,"Cell cycle (Georgetown, Tex.)"
909,Cell death & disease
910,Cell death and differentiation
911,Cell host & microbe
912,Cell metabolism
913,Cell proliferation
914,Cell reports
915,Cell research
916,Cell stem cell
917,Cell stress & chaperones
918,Cell structure and function
919,Cell systems
920,Cell transplantation
921,Cells
922,"Cells, tissues, organs"
923,Cellular & molecular biology letters
924,Cellular & molecular immunology
925,"Cellular and molecular biology (Noisy-le-Grand, France)"
926,Cellular and molecular gastroenterology and hepatology
927,Cellular and molecular life sciences : CMLS
928,Cellular and molecular neurobiology
929,Cellular immunology
930,Cellular microbiology
931,Cellular oncology (Dordrecht)
932,"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology"
933,Cellular reprogramming
934,Cellular signalling
935,Central European journal of public health
936,Cephalalgia : an international journal of headache
937,"Cerebellum (London, England)"
938,"Cerebral cortex (New York, N.Y. : 1991)"
939,"Cerebrovascular diseases (Basel, Switzerland)"
940,Cerebrovascular diseases extra
941,Ceska gynekologie
942,"Channels (Austin, Tex.)"
943,"Chaos (Woodbury, N.Y.)"
944,ChemMedChem
945,ChemPlusChem
946,ChemSusChem
947,Chembiochem : a European journal of chemical biology
948,Chemical & pharmaceutical bulletin
949,Chemical Society reviews
950,Chemical biology & drug design
951,"Chemical communications (Cambridge, England)"
952,Chemical immunology and allergy
953,"Chemical record (New York, N.Y.)"
954,Chemical research in toxicology
955,Chemical reviews
956,Chemical senses
957,Chemico-biological interactions
958,Chemistry & biodiversity
959,"Chemistry (Weinheim an der Bergstrasse, Germany)"
960,Chemistry and physics of lipids
961,"Chemistry, an Asian journal"
962,Chemosphere
963,Chemotherapy
964,Chemphyschem : a European journal of chemical physics and physical chemistry
965,Chest
966,Child abuse & neglect
967,Child and adolescent mental health
968,Child and adolescent psychiatric clinics of North America
969,Child development
970,Child maltreatment
971,Child neuropsychology : a journal on normal and abnormal development in childhood and adolescence
972,Child psychiatry and human development
973,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery
974,"Child: care, health and development"
975,Childhood obesity (Print)
976,Chimia
977,Chinese clinical oncology
978,Chinese journal of integrative medicine
979,Chinese journal of natural medicines
980,Chinese journal of traumatology = Zhonghua chuang shang za zhi
981,Chinese medical journal
982,Chinese medical sciences journal = Chung-kuo i hsueh k'o hsueh tsa chih
983,Chirality
984,Chiropractic & manual therapies
985,"Chirurgia (Bucharest, Romania : 1990)"
986,Chromosoma
987,"Chromosome research : an international journal on the molecular, supramolecular and evolutionary aspects of chromosome biology"
988,Chronic illness
989,Chronic respiratory disease
990,Chronobiology international
991,Ciencia & saude coletiva
992,Circulation
993,Circulation journal : official journal of the Japanese Circulation Society
994,Circulation research
995,Circulation. Arrhythmia and electrophysiology
996,Circulation. Cardiovascular imaging
997,Circulation. Cardiovascular interventions
998,Circulation. Cardiovascular quality and outcomes
999,Circulation. Genomic and precision medicine
1000,Circulation. Heart failure
1001,Cirugia espanola
1002,Cirugia y cirujanos
1003,Cleveland Clinic journal of medicine
1004,Climacteric : the journal of the International Menopause Society
1005,Clinica chimica acta; international journal of clinical chemistry
1006,Clinica e investigacion en arteriosclerosis : publicacion oficial de la Sociedad Espanola de Arteriosclerosis
1007,Clinical & experimental metastasis
1008,Clinical & experimental ophthalmology
1009,Clinical & experimental optometry
1010,Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico
1011,Clinical EEG and neuroscience
1012,Clinical advances in hematology & oncology : H&O
1013,Clinical advances in periodontics
1014,"Clinical anatomy (New York, N.Y.)"
1015,Clinical and applied thrombosis/hemostasis : official journal of the International Academy of Clinical and Applied Thrombosis/Hemostasis
1016,Clinical and experimental allergy : journal of the British Society for Allergy and Clinical Immunology
1017,Clinical and experimental dental research
1018,Clinical and experimental dermatology
1019,"Clinical and experimental hypertension (New York, N.Y. : 1993)"
1020,Clinical and experimental immunology
1021,Clinical and experimental medicine
1022,Clinical and experimental nephrology
1023,Clinical and experimental pharmacology & physiology
1024,Clinical and experimental rheumatology
1025,Clinical and investigative medicine. Medecine clinique et experimentale
1026,Clinical and molecular hepatology
1027,Clinical and translational gastroenterology
1028,Clinical and translational science
1029,Clinical autonomic research : official journal of the Clinical Autonomic Research Society
1030,Clinical biochemistry
1031,"Clinical biomechanics (Bristol, Avon)"
1032,Clinical breast cancer
1033,Clinical cancer research : an official journal of the American Association for Cancer Research
1034,Clinical cardiology
1035,Clinical chemistry
1036,Clinical chemistry and laboratory medicine
1037,Clinical child and family psychology review
1038,Clinical child psychology and psychiatry
1039,Clinical colorectal cancer
1040,Clinical drug investigation
1041,Clinical dysmorphology
1042,Clinical endocrinology
1043,Clinical epigenetics
1044,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association
1045,Clinical genetics
1046,Clinical genitourinary cancer
1047,Clinical gerontologist
1048,Clinical hemorheology and microcirculation
1049,Clinical imaging
1050,"Clinical immunology (Orlando, Fla.)"
1051,Clinical implant dentistry and related research
1052,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America
1053,Clinical interventions in aging
1054,Clinical journal of gastroenterology
1055,Clinical journal of oncology nursing
1056,Clinical journal of sport medicine : official journal of the Canadian Academy of Sport Medicine
1057,Clinical journal of the American Society of Nephrology : CJASN
1058,Clinical laboratory
1059,Clinical linguistics & phonetics
1060,Clinical lung cancer
1061,"Clinical lymphoma, myeloma & leukemia"
1062,Clinical medicine & research
1063,"Clinical medicine (London, England)"
1064,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases
1065,Clinical microbiology reviews
1066,Clinical nephrology
1067,Clinical neurology and neurosurgery
1068,Clinical neuropathology
1069,Clinical neuropharmacology
